pe_ctx,w_normalized,h_values,d_eff,n_eff
1.0377032168799724e-05,17.410855746889155,-5.70621940136804,8.037041370057855,3.999667986968555
1.0377032168799724e-05,13.171209261870976,-5.688563660343802,12.54473570599289,3.8669007773359887
1.0377032168799724e-05,11.976219005782363,-5.631682787140135,12.47361877343036,4.736631462058236
1.0377032168799724e-05,17.06155383815976,-5.640419792428488,8.052835412331863,3.9285621812369396
1.0377032168799724e-05,11.655741993895063,-5.861739334777444,14.191522680582665,3.7667597463147993
1.0377032168799724e-05,11.888463772163968,-5.667432993838337,13.675158559297598,4.47382399834303
1.0377032168799724e-05,13.82633616623513,-5.75675691380911,12.123570955614268,6.4284927098303974
1.0377032168799724e-05,14.228303748556874,-5.885877050978726,12.136714980424573,3.121818077562048
1.0377032168799724e-05,15.665628360091288,-5.614598857231242,8.14240917046698,3.640304646084026
1.0377032168799724e-05,12.091363715815582,-5.623256294665834,13.424727511263377,5.0331552336897625
1.0377032168799724e-05,13.157240809178466,-5.614401639569968,11.660117330847418,4.131026379882002
1.0377032168799724e-05,18.14344264834722,-5.750992422293748,7.4598810630036105,4.287969769602656
1.0377032168799724e-05,13.298754870285922,-5.608837772272887,14.389093502416918,4.926860936631032
1.0377032168799724e-05,17.17749174616553,-5.556326964677569,7.537171301299576,4.446460061309798
1.0377032168799724e-05,15.27793898475133,-5.68271369072279,11.762346864444645,6.7528557156499165
1.0377032168799724e-05,11.608516714181878,-5.6144487637294045,14.925786166015646,6.934157001988783
1.0377032168799724e-05,12.506023179265123,-5.634025439691078,14.892677954899273,5.12105183026452
1.0377032168799724e-05,17.56316732104989,-5.419040378802213,7.084517034881372,6.122019610007694
1.0377032168799724e-05,14.921591781404024,-5.625848428600583,10.467128109864118,5.094774773887114
1.0377032168799724e-05,15.393255001408573,-5.506877934619072,9.175954650201827,4.508689701510772
1.0377032168799724e-05,15.277051926592991,-5.685932764563999,8.750963256243217,4.684081641419242
1.0377032168799724e-05,12.779414717484322,-5.558811213031775,12.065603665486776,3.518398808615825
1.0377032168799724e-05,12.561415508906286,-5.826265956811346,14.453432333097165,5.239638232327057
1.0377032168799724e-05,13.764125672280633,-5.739633713975258,10.709695886450648,6.536423916159668
1.0377032168799724e-05,15.578920276279401,-5.59483775289643,9.373959979784493,5.706677511019411
1.0377032168799724e-05,17.42179314855932,-5.62989474334979,6.860278238597265,6.431779041486703
1.0377032168799724e-05,12.998407420421236,-5.867840147210083,10.236997427099237,5.912009919292836
1.0377032168799724e-05,12.438465557105603,-5.466109732204619,14.398329443293367,5.386875204563972
1.0377032168799724e-05,12.255145848161906,-5.731326476931132,10.936486641667459,5.189446905479463
1.0377032168799724e-05,12.963866993658547,-5.6125559045421385,13.51587653536002,3.692762298455298
1.0377032168799724e-05,13.023744705986948,-5.616578888460231,13.752708031267835,6.785723090412917
1.0377032168799724e-05,12.724005991006592,-5.741042363904343,13.916764243397031,3.1724937329549894
1.0377032168799724e-05,12.834230688283588,-5.818454907401927,13.833884536310823,6.425678646513058
1.0377032168799724e-05,19.64634865585501,-5.803182574220155,5.787580256756998,3.617720188317513
1.0377032168799724e-05,20.146805022274208,-5.592740833921461,6.174891719291943,3.5183323955755443
1.0377032168799724e-05,14.877366034580179,-5.707893799351674,9.110442438411425,6.486889814865494
1.0377032168799724e-05,12.697980822455435,-5.7733076356655655,12.294380524921603,5.094087630396458
1.0377032168799724e-05,19.482064417516256,-5.791102424736811,5.29493948457846,3.749419515896137
1.0377032168799724e-05,17.264108015321145,-5.455242213945701,6.099150897141341,6.242212676981335
1.0377032168799724e-05,18.68410515047129,-5.308541844678504,5.1889828174810475,4.801728200834834
1.0377032168799724e-05,17.64765981734894,-5.818989961513345,6.481073466188865,3.9503209401523574
1.0377032168799724e-05,16.41492537949758,-5.70740869291042,9.578288269298751,5.769237583131167
1.0377032168799724e-05,14.825712143932048,-5.537720320619231,8.381991576927241,5.125112708974327
1.0377032168799724e-05,12.854208836735996,-5.763238089605747,11.436202300224009,4.60181233503123
1.0377032168799724e-05,11.6574902253985,-5.52713870150939,14.712639615579544,5.089016336770538
1.0377032168799724e-05,11.97413539270299,-5.495869663733963,13.947067650390792,5.123760340429616
1.0377032168799724e-05,20.158659386451017,-5.832579099708664,5.944206169021894,6.094465799824146
1.0377032168799724e-05,14.335722660113568,-5.78259637177685,11.356874346597007,6.368760974978432
1.0377032168799724e-05,13.224210765663,-5.677792287072073,11.245874135686718,3.430300594164404
1.0377032168799724e-05,13.260955826966995,-5.6637833554602475,13.016173217923182,4.796724768024683
1.0377032168799724e-05,15.388140605123448,-5.762172456482507,9.979976801686945,6.703005588709134
1.0377032168799724e-05,16.64218532611657,-5.636439514870432,7.320918570800528,5.561204789302158
1.0377032168799724e-05,11.923968369761166,-5.621309583987881,14.345241319572807,4.459189467010335
1.0377032168799724e-05,13.489352819982562,-5.578010752076299,12.979122905879986,5.8710020327304635
1.0377032168799724e-05,17.594465283926073,-5.728521044270159,5.806295600407298,5.119938038206755
1.0377032168799724e-05,17.935185241921832,-5.714274765991142,6.635623790461818,5.353932151083049
1.0377032168799724e-05,11.542801157914626,-5.681241085440668,14.022698560099444,6.77767097090447
1.0377032168799724e-05,15.271476625905603,-5.621686631863117,8.228756431273112,6.180352092522266
1.0377032168799724e-05,15.428832253574726,-5.607921011025675,8.483273524300373,6.766844866724008
1.0377032168799724e-05,17.097833245159265,-5.68912185404849,5.889654301273925,4.949287852825045
1.0377032168799724e-05,16.467380195587204,-5.572447733390722,8.746774051364413,5.419852001699965
1.0377032168799724e-05,12.920315210895206,-5.558064584352708,10.787971102796583,3.059620242825399
1.0377032168799724e-05,15.542959852858079,-5.915332812179297,10.007603971526766,4.101954290022969
1.0377032168799724e-05,17.38999937146008,-5.774802518307935,7.363923285782699,5.2302252069651125
1.0377032168799724e-05,15.912207814284228,-5.793215471431396,9.004293780137477,6.993079010607669
1.0377032168799724e-05,12.449270165126263,-5.556241350596263,14.626007054993293,6.240253049470477
